2,0,0,0,0,0,   //城番号
4300,750000,1,1,8,8,0,0,0, //幅,城体力,生産最低F,生産最高F,背景種類,出現最大数,以後未使用
16,0,50,100,150,100,2,6,0,2600,
10,0,300,200,250,100,1,4,0,2600,
51,1,250,200,300,100,0,2,0,300,
51,1,50,50,300,99,0,2,0,300,
187,1,50,150,600,99,1,4,1,100,
208,2,50,300,300,99,0,2,0,100,
23,0,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
