136,1,0,0,0,0,   //城番号
4000,500000,1,1,4,12,0,0,0,0,
2,0,0,220,350,100,1,9,0,1200,
13,1,400,1,1,100,7,7,0,1200,
10,1,1500,1,1,100,6,6,0,1200,
10,1,2400,1,1,100,6,6,0,1200,
10,1,3200,1,1,100,6,6,0,1200,
10,1,4300,1,1,100,6,6,0,1200,
16,5,100,240,280,100,1,9,0,1200,
501,1,1,1,1,99,8,8,1,4500,
8,0,1,430,480,99,1,9,0,1200,
8,2,1,280,350,99,1,9,0,1200,
16,0,0,280,380,99,1,9,0,1200,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
