136,1,0,0,0,0,   //城番号
5500,1125000,1,1,45,12,0,0,0,0,
48,5,50,250,250,100,1,9,0,800,
286,5,50,250,250,100,1,9,0,250,
53,1,700,870,870,100,1,9,0,250,
291,1,700,870,870,100,1,9,0,200,
53,4,600,870,870,99,1,9,0,250,
291,4,600,870,870,99,1,9,0,200,
54,3,300,740,740,99,5,7,0,250,
293,3,300,740,740,99,5,7,0,150,
501,1,1,1,1,99,8,8,1,12000,
48,0,50,420,420,99,1,9,0,800,
286,0,50,420,420,99,1,9,0,250,
48,5,50,250,250,99,1,9,0,800,
286,5,50,250,250,99,1,9,0,250,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
